STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,PRCP_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,04/04/2024,9.8,",,E",,,,,15.6,",,E",7.7,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,05/04/2024,1.4,",,E",,,,,16.6,",,E",9.8,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,06/04/2024,0.4,",,E",,,,,14.9,",,E",11.2,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,07/04/2024,0,",,E",,,,,15.1,",,E",9.3,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,08/04/2024,4,",,E",,,,,11.4,",,E",9.5,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,09/04/2024,0.6,",,E",,,,,13.1,",,E",4.8,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,10/04/2024,3.4,",,E",,,,,18.1,",,E",4.5,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,11/04/2024,0,",,E",,,,,18.7,",,E",8.8,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,12/04/2024,0,",,E",,,,,16.5,",,E",7.7,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,13/04/2024,0,",,E",,,,,12.5,",,E",9.6,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,14/04/2024,3.2,",,E",,,,,11.1,",,E",5.9,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,15/04/2024,0,",,E",,,,,13.4,",,E",6.1,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,16/04/2024,0.6,",,E",,,,,11.4,",,E",6.2,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,17/04/2024,0,",,E",,,,,12.6,",,E",2.8,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,18/04/2024,0,",,E",,,,,15.3,",,E",1.2,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,19/04/2024,0.2,",,E",,,,,12.3,",,E",7.2,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,20/04/2024,0,",,E",,,,,11.9,",,E",1.1,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,21/04/2024,0,",,E",,,,,7.8,",,E",3,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,22/04/2024,2.2,",,E",,,,,11.3,",,E",2.8,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,23/04/2024,0,",,E",,,,,11,",,E",6,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,24/04/2024,0,",,E",,,,,10.8,",,E",5,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,25/04/2024,3.4,",,E",,,,,11.7,",,E",2.7,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,26/04/2024,12.8,",,E",,,,,9.5,",,E",4.4,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,27/04/2024,19.8,",,E",,,,,11.8,",,E",4.4,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,28/04/2024,0.4,",,E",,,,,13.9,",,E",3.8,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,29/04/2024,0,",,E",,,,,16.1,",,E",4.4,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,30/04/2024,0,",,E",,,,,17,",,E",8,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,01/05/2024,5.6,",,E",,,,,11.7,",,E",6.6,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,02/05/2024,4.4,",,E",,,,,11.7,",,E",10.1,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,03/05/2024,0.8,",,E",,,,,17,",,E",8.2,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,04/05/2024,0,",,E",,,,,15.1,",,E",5.2,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,05/05/2024,0.8,",,E",,,,,16.1,",,E",6,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,06/05/2024,0.6,",,E",,,,,20,",,E",6.8,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,07/05/2024,0,",,E",,,,,20,",,E",8.8,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,08/05/2024,0,",,E",,,,,21.8,",,E",9.7,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,09/05/2024,0,",,E",,,,,22.9,",,E",9.4,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,10/05/2024,0,",,E",,,,,22.7,",,E",10.4,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,11/05/2024,0,",,E",,,,,25.3,",,E",10.2,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,12/05/2024,0,",,E",,,,,16.1,",,E",10.6,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,13/05/2024,9.6,",,E",,,,,17.2,",,E",11.7,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,14/05/2024,0,",,E",,,,,19.1,",,E",11.7,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,15/05/2024,0,",,E",,,,,18.7,",,E",10.3,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,16/05/2024,0,",,E",,,,,20,",,E",8.4,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,17/05/2024,0,",,E",,,,,20.7,",,E",9.2,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,18/05/2024,0,",,E",,,,,21.5,",,E",12.6,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,19/05/2024,0,",,E",,,,,18.9,",,E",9.5,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,20/05/2024,0,",,E",,,,,15.1,",,E",8.4,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,21/05/2024,14.4,",,E",,,,,15.4,",,E",7.8,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,22/05/2024,15,",,E",,,,,14.5,",,E",11.9,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,23/05/2024,0,",,E",,,,,16.2,",,E",11.1,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,24/05/2024,1,",,E",,,,,19.8,",,E",8.4,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,25/05/2024,7.4,",,E",,,,,18.4,",,E",7.4,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,26/05/2024,1.2,",,E",,,,,16.3,",,E",10.7,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,27/05/2024,1.6,",,E",,,,,16.6,",,E",8,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,28/05/2024,10.6,",,E",,,,,18.3,",,E",9.8,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,29/05/2024,0.4,",,E",,,,,17.6,",,E",11.5,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,30/05/2024,0,",,E",,,,,16.2,",,E",10.2,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,31/05/2024,0,",,E",,,,,16.9,",,E",10.2,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,01/06/2024,0,",,E",,,,,22.5,",,E",7.6,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,02/06/2024,0,",,E",,,,,20.8,",,E",7.7,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,03/06/2024,0,",,E",,,,,16,",,E",10.4,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,04/06/2024,1.2,",,E",,,,,15.7,",,E",11.4,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,05/06/2024,0,",,E",,,,,17.6,",,E",5.3,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,06/06/2024,0,",,E",,,,,16.8,",,E",7.8,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,07/06/2024,0,",,E",,,,,18.4,",,E",7,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,08/06/2024,0,",,E",,,,,16,",,E",8.9,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,09/06/2024,1.8,",,E",,,,,17,",,E",6.8,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,10/06/2024,0,",,E",,,,,15.7,",,E",9,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,11/06/2024,0,",,E",,,,,15.5,",,E",6.1,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,12/06/2024,0,",,E",,,,,15,",,E",6.7,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,13/06/2024,2.4,",,E",,,,,17.8,",,E",6.9,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,14/06/2024,13.8,",,E",,,,,16.2,",,E",10.2,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,15/06/2024,1,",,E",,,,,19.6,",,E",8,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,16/06/2024,0,",,E",,,,,20.8,",,E",10,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,17/06/2024,0,",,E",,,,,19.1,",,E",8.7,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,18/06/2024,0,",,E",,,,,19.9,",,E",9.4,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,19/06/2024,0,",,E",,,,,22,",,E",10.7,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,20/06/2024,0,",,E",,,,,21.8,",,E",9.5,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,21/06/2024,0.2,",,E",,,,,19.6,",,E",10.4,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,22/06/2024,0,",,E",,,,,22.8,",,E",13.2,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,23/06/2024,0,",,E",,,,,23.8,",,E",11.6,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,24/06/2024,0,",,E",,,,,26.9,",,E",12.8,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,25/06/2024,0,",,E",,,,,27.4,",,E",13.8,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,26/06/2024,0,",,E",,,,,19.6,",,E",14.6,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,27/06/2024,0,",,E",,,,,18.5,",,E",14.4,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,28/06/2024,0,",,E",,,,,22,",,E",10.9,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,29/06/2024,0,",,E",,,,,17.7,",,E",8.3,",,E"
UKE00102158,"LYNEHAM, UK",51.5017,-1.9908,145,30/06/2024,0,",,E",,,,,,,11.6,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,01/01/2024,25.4,",,E",,,,,8.3,",,E",2.8,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,02/01/2024,25.3,",,E",,,,,6.4,",,E",3.5,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,03/01/2024,9.5,",,E",,,,,5.4,",,E",5,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,04/01/2024,0.4,",,E",,,,,5.1,",,E",4.7,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,05/01/2024,0.3,",,E",,,,,4.2,",,E",-0.1,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,06/01/2024,0.2,",,E",,,,,2.3,",,E",0.3,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,07/01/2024,0,",,E",,,,,1,",,E",0,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,08/01/2024,0,",,E",,,,,1.7,",,E",-1.3,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,09/01/2024,0,",,E",,,,,3.4,",,E",-0.2,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,10/01/2024,0.1,",,E",,,,,4.1,",,E",0.1,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,11/01/2024,0,",,E",,,,,3.1,",,E",1.5,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,12/01/2024,0,",,E",,,,,5.5,",,E",2,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,13/01/2024,0.2,",,E",,,,,2.8,",,E",-0.5,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,14/01/2024,0,",,E",,,,,-0.4,",,E",-0.8,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,15/01/2024,0.1,",,E",,,,,1.6,",,E",-3.5,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,16/01/2024,0.3,",,E",,,,,-1.3,",,E",-4.4,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,17/01/2024,0,",,E",,,,,0.1,",,E",-3.9,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,18/01/2024,0,",,E",,,,,2.6,",,E",-8.3,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,19/01/2024,0.3,",,E",,,,,7.2,",,E",-7.7,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,20/01/2024,2.2,",,E",,,,,10.7,",,E",-0.5,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,21/01/2024,16.9,",,E",,,,,6.7,",,E",1.7,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,22/01/2024,1.8,",,E",,,,,12.5,",,E",5.4,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,23/01/2024,12,",,E",,,,,8,",,E",2.9,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,24/01/2024,2,",,E",,,,,10.8,",,E",3.2,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,25/01/2024,3.4,",,E",,,,,6,",,E",2.1,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,26/01/2024,0,",,E",,,,,6.7,",,E",2.8,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,27/01/2024,0.1,",,E",,,,,9.1,",,E",3,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,28/01/2024,6,",,E",,,,,9.9,",,E",3.6,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,29/01/2024,7.9,",,E",,,,,5,",,E",5,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,30/01/2024,0.4,",,E",,,,,8.4,",,E",3.8,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,31/01/2024,8.8,",,E",,,,,7.8,",,E",0,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,01/02/2024,0.1,",,E",,,,,10.6,",,E",2,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,02/02/2024,0.2,",,E",,,,,9.6,",,E",2.8,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,03/02/2024,3.5,",,E",,,,,10.5,",,E",7.3,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,04/02/2024,0,",,E",,,,,9.6,",,E",5.8,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,05/02/2024,0.4,",,E",,,,,9.7,",,E",6.7,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,06/02/2024,14.7,",,E",,,,,4.9,",I,E",7.3,",I,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,07/02/2024,2.8,",,E",,,,,2.6,",,E",-1,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,08/02/2024,19.9,",,E",,,,,7.6,",,E",-0.8,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,09/02/2024,4.2,",,E",,,,,6.8,",,E",-0.4,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,10/02/2024,0.3,",,E",,,,,5.9,",,E",1.8,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,11/02/2024,1.4,",,E",,,,,6.6,",,E",1.9,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,12/02/2024,0,",,E",,,,,10,",,E",1.7,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,13/02/2024,15.6,",,E",,,,,11.8,",,E",2.8,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,14/02/2024,7.4,",,E",,,,,14.2,",,E",4.5,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,15/02/2024,6.1,",,E",,,,,9.1,",I,E",10,",I,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,16/02/2024,6.2,",,E",,,,,11.4,",,E",7,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,17/02/2024,25.4,",,E",,,,,10.4,",,E",5,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,18/02/2024,1.5,",,E",,,,,8.4,",I,E",8.5,",I,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,19/02/2024,,,,,,,11.2,",,E",7.1,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,20/02/2024,,,,,,,10.9,",,E",4.9,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,21/02/2024,18.4,",,E",,,,,4.9,",I,E",6.3,",I,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,22/02/2024,1.4,",,E",,,,,5.7,",,E",3.7,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,23/02/2024,0.8,",,E",,,,,6.7,",,E",1.1,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,24/02/2024,0.1,",,E",,,,,5.5,",,E",-2.6,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,25/02/2024,0,",,E",,,,,6.1,",,E",-2.8,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,26/02/2024,0,",,E",,,,,6.3,",,E",-0.5,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,27/02/2024,1.8,",,E",,,,,9,",,E",-1.6,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,28/02/2024,6,",,E",,,,,6.5,",,E",1.6,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,29/02/2024,1.1,",,E",,,,,5,",,E",4.5,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,01/03/2024,5.9,",,E",,,,,4.9,",,E",0,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,02/03/2024,5,",,E",,,,,6.2,",,E",-0.4,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,03/03/2024,0,",,E",,,,,7.5,",,E",-1.4,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,04/03/2024,3,",,E",,,,,10.2,",,E",-3.5,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,05/03/2024,0,",,E",,,,,9,",,E",0.5,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,06/03/2024,0,",,E",,,,,5.4,",,E",-0.5,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,07/03/2024,0,",,E",,,,,5.1,",,E",2,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,08/03/2024,0.1,",,E",,,,,8.3,",,E",2.2,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,09/03/2024,9.3,",,E",,,,,5.8,",,E",2.8,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,10/03/2024,11.2,",,E",,,,,5.8,",,E",3.7,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,11/03/2024,8.9,",,E",,,,,11.7,",,E",3.7,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,12/03/2024,1.9,",,E",,,,,11.2,",,E",3.9,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,13/03/2024,2.5,",,E",,,,,11.5,",,E",5.3,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,14/03/2024,6.5,",,E",,,,,10.8,",,E",8.7,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,15/03/2024,2.9,",,E",,,,,9.6,",,E",8.2,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,16/03/2024,11.6,",,E",,,,,13.6,",,E",-0.5,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,17/03/2024,0.1,",,E",,,,,,,5.4,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,18/03/2024,,,,,,,13,",,E",5.1,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,19/03/2024,,,,,,,11.1,",,E",,
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,20/03/2024,8.9,",,E",,,,,9.9,",,E",7.8,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,21/03/2024,2.5,",,E",,,,,8.3,",,E",5.9,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,22/03/2024,6,",,E",,,,,5.8,",,E",5.8,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,23/03/2024,6.6,",,E",,,,,8.6,",,E",1.5,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,24/03/2024,2.6,",,E",,,,,7,",,E",2.8,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,25/03/2024,1.8,",,E",,,,,10.4,",,E",1.1,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,26/03/2024,7.9,",,E",,,,,7.2,",,E",3.6,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,27/03/2024,10.1,",,E",,,,,7.3,",,E",2.9,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,28/03/2024,8.3,",,E",,,,,10.6,",,E",2.8,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,29/03/2024,5.5,",,E",,,,,12.1,",,E",3.1,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,30/03/2024,0,",,E",,,,,9.9,",,E",3.5,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,31/03/2024,0.7,",,E",,,,,10.2,",,E",-0.8,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,01/04/2024,1.7,",,E",,,,,10.9,",,E",4.9,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,02/04/2024,6.6,",,E",,,,,10.6,",,E",3.1,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,03/04/2024,7.9,",,E",,,,,11.8,",,E",6.3,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,04/04/2024,18.3,",,E",,,,,14.2,",,E",5,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,05/04/2024,2.4,",,E",,,,,15.6,",,E",6.8,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,06/04/2024,16.1,",,E",,,,,11.9,",,E",2.3,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,07/04/2024,4.6,",,E",,,,,13.3,",,E",7.3,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,08/04/2024,5.3,",,E",,,,,7,",I,E",8.5,",I,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,09/04/2024,15.4,",,E",,,,,12.1,",,E",5.5,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,10/04/2024,4.6,",,E",,,,,16,",,E",3,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,11/04/2024,0.5,",,E",,,,,15.2,",,E",6.9,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,12/04/2024,0.6,",,E",,,,,13,",,E",8.2,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,13/04/2024,1.4,",,E",,,,,10.4,",,E",8.1,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,14/04/2024,13.2,",,E",,,,,7.3,",,E",3.5,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,15/04/2024,9.8,",,E",,,,,9.9,",,E",1.8,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,16/04/2024,7.2,",,E",,,,,8.7,",,E",1.3,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,17/04/2024,0.9,",,E",,,,,8.7,",,E",2.2,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,18/04/2024,6.6,",,E",,,,,9.9,",,E",-1.1,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,19/04/2024,1.9,",,E",,,,,10.3,",,E",6.1,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,20/04/2024,0,",,E",,,,,10.2,",,E",-0.8,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,21/04/2024,3.9,",,E",,,,,7.7,",,E",4.1,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,22/04/2024,2.3,",,E",,,,,9,",,E",4.2,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,23/04/2024,1,",,E",,,,,9,",,E",3.8,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,24/04/2024,0.2,",,E",,,,,6.1,",,E",1.9,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,25/04/2024,0.6,",,E",,,,,8.4,",,E",0.5,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,26/04/2024,0,",,E",,,,,8.2,",,E",-1.4,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,27/04/2024,5.5,",,E",,,,,9,",,E",2.6,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,28/04/2024,1.3,",,E",,,,,11.9,",,E",3.4,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,29/04/2024,1.4,",,E",,,,,,,4,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,30/04/2024,,,,,,,17,",,E",7.1,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,01/05/2024,,,,,,,18.4,",,E",,
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,02/05/2024,0,",,E",,,,,11,",,E",8.8,",,E"
UKE00105905,"BUXTON, UK",53.2567,-1.9131,307,03/05/2024,7.5,",,E",,,,,14.2,",,E",8.3,",,E"
